URL_Length,Num_Dots,Num_Hyphens,Num_Special_Chars,Num_Subdomains,Has_IP_Address,Has_HTTPS,Domain_Age_Days,Domain_Registration_Length,Has_Suspicious_Words,Num_Redirects,External_Link_Ratio,Image_Link_Ratio,Form_Count,Password_Field_Present,Iframe_Count,Popup_Count,Favicon_External,Domain_Name_Length,URL_Entropy,Is_Phishing
57.0,3.0,0.0,3.0,2,0,1,1641.0,563.0,0,1,0.224,0.257,2,0,0,0,0,13.0,3.604,0
80.0,2.0,0.0,3.0,1,0,1,1620.0,886.0,0,1,0.401,0.392,3,0,2,0,1,8.0,3.336,0
34.0,4.0,1.0,6.0,1,0,1,,1102.0,1,1,0.235,0.157,3,1,1,0,0,17.0,3.314,0
26.0,1.0,0.0,2.0,0,0,1,843.0,1360.0,0,4,0.215,0.188,2,0,1,1,0,12.0,3.654,0
62.0,3.0,0.0,3.0,1,0,0,1797.0,574.0,0,1,0.261,,1,1,0,0,0,13.0,3.027,0
55.0,3.0,0.0,5.0,1,0,1,2523.0,654.0,0,1,0.482,0.341,2,0,2,0,0,17.0,2.681,0
62.0,2.0,0.0,0.0,2,0,1,1330.0,889.0,0,1,0.132,0.27,0,0,1,0,0,17.0,3.614,0
71.0,1.0,3.0,2.0,0,0,1,2165.0,781.0,0,0,0.138,0.232,2,1,0,0,0,15.0,3.39,0
43.0,1.0,1.0,6.0,0,0,1,2966.0,583.0,0,1,0.455,0.299,1,0,2,0,0,9.0,3.027,0
30.0,3.0,0.0,5.0,1,0,1,810.0,653.0,0,2,0.302,0.079,2,0,0,0,0,12.0,,0
93.0,7.0,6.0,7.0,2,0,1,114.0,631.0,1,6,0.612,0.657,3,1,2,3,1,33.0,5.748,1
34.0,1.0,0.0,2.0,2,1,1,1432.0,468.0,0,1,0.0,0.349,2,0,1,0,0,8.0,3.396,0
36.0,2.0,1.0,2.0,0,0,1,1724.0,,0,0,0.342,0.123,1,0,0,0,0,10.0,2.42,0
46.0,3.0,0.0,3.0,2,0,1,715.0,1131.0,1,1,0.106,0.179,1,0,0,0,0,15.0,3.012,0
67.0,1.0,0.0,1.0,0,0,1,349.0,315.0,1,3,0.587,0.509,3,1,3,5,1,27.0,5.194,1
82.0,7.0,0.0,17.0,3,1,0,194.0,610.0,1,0,0.651,0.321,3,1,5,3,0,20.0,4.053,1
47.0,3.0,4.0,5.0,1,1,1,324.0,443.0,0,1,0.525,0.419,3,1,2,3,1,30.0,4.884,1
111.0,2.0,0.0,6.0,4,1,1,118.0,290.0,1,3,0.617,0.319,7,0,7,2,1,26.0,5.845,1
33.0,7.0,4.0,7.0,0,0,0,466.0,177.0,1,7,0.612,0.376,0,1,5,0,1,24.0,4.124,1
125.0,2.0,5.0,12.0,3,1,1,426.0,35.0,1,1,0.858,0.345,5,1,5,3,0,19.0,5.767,1
123.0,6.0,4.0,7.0,6,0,1,444.0,94.0,1,3,0.887,0.451,3,0,5,5,0,41.0,4.321,1
48.0,3.0,0.0,5.0,1,0,0,1259.0,872.0,0,2,0.137,0.089,3,0,0,0,0,11.0,3.02,0
33.0,3.0,0.0,4.0,2,0,1,1541.0,147.0,0,0,0.183,0.13,2,0,1,0,0,29.0,,0
30.0,1.0,0.0,4.0,3,0,1,2293.0,835.0,0,1,0.179,0.308,1,0,2,0,0,5.0,4.59,0
40.0,3.0,0.0,4.0,1,0,1,1200.0,811.0,0,0,0.29,0.212,4,0,0,1,0,15.0,3.965,0
56.0,1.0,0.0,2.0,1,0,1,1234.0,1369.0,0,2,0.471,0.206,1,1,0,0,0,17.0,3.354,0
117.0,3.0,3.0,11.0,3,0,0,201.0,105.0,1,3,0.516,0.6,4,1,3,1,1,31.0,5.688,1
56.0,2.0,3.0,2.0,0,0,1,2048.0,1432.0,1,2,0.313,0.158,3,1,2,0,0,18.0,3.306,0
147.0,7.0,1.0,6.0,1,0,1,1.0,570.0,0,7,0.216,0.419,2,1,3,0,1,18.0,4.853,1
61.0,2.0,0.0,3.0,1,0,1,1038.0,418.0,0,2,0.242,0.17,2,0,1,0,1,16.0,3.746,0
,1.0,1.0,6.0,0,0,1,1414.0,828.0,0,0,0.343,0.087,1,0,2,0,1,3.0,3.642,0
77.0,2.0,0.0,6.0,1,0,1,1455.0,1245.0,1,0,0.463,0.188,2,0,1,0,0,13.0,3.133,0
47.0,4.0,1.0,5.0,2,1,0,2315.0,679.0,0,0,0.15,0.246,0,0,1,0,1,10.0,2.892,1
69.0,3.0,1.0,4.0,1,0,1,1092.0,722.0,0,2,0.263,0.357,3,1,2,0,0,11.0,3.566,0
65.0,2.0,0.0,2.0,1,0,1,2516.0,894.0,0,2,0.151,0.144,2,0,0,1,0,12.0,3.23,0
86.0,4.0,0.0,3.0,2,1,1,406.0,358.0,0,1,0.382,0.34,4,1,0,2,0,37.0,3.646,1
49.0,3.0,4.0,2.0,1,0,1,2327.0,520.0,1,3,0.502,0.272,2,0,1,0,1,19.0,3.599,0
33.0,2.0,1.0,2.0,1,0,1,1960.0,592.0,0,0,0.368,0.018,3,1,3,0,0,7.0,3.136,0
33.0,1.0,2.0,3.0,1,0,1,2182.0,740.0,0,0,0.072,0.273,1,1,3,2,0,13.0,2.602,0
45.0,2.0,0.0,3.0,2,0,1,2938.0,1328.0,0,0,0.252,0.174,3,0,1,0,0,12.0,3.829,0
95.0,3.0,5.0,,5,0,1,63.0,457.0,1,0,0.532,0.6,5,1,5,1,0,19.0,5.446,1
55.0,2.0,1.0,,0,0,1,1620.0,920.0,0,1,0.403,0.347,0,1,0,0,0,17.0,2.855,0
14.0,2.0,1.0,5.0,1,0,1,925.0,742.0,0,3,,0.065,1,0,0,0,0,16.0,2.891,0
110.0,1.0,3.0,10.0,3,0,0,515.0,33.0,1,4,0.635,0.21,5,0,5,4,1,33.0,3.779,1
88.0,2.0,1.0,10.0,3,0,1,632.0,169.0,0,2,0.349,0.581,5,0,2,2,1,22.0,5.656,1
45.0,2.0,0.0,2.0,1,0,1,2417.0,,0,1,0.171,0.217,2,0,3,1,0,12.0,3.747,0
87.0,3.0,3.0,2.0,4,0,1,435.0,37.0,1,6,0.72,0.508,5,1,4,2,1,8.0,4.344,1
65.0,2.0,1.0,11.0,4,0,0,274.0,30.0,0,4,0.418,,5,1,6,1,0,22.0,4.504,1
81.0,2.0,1.0,3.0,0,0,1,1135.0,1154.0,0,1,0.133,0.02,3,0,3,2,0,11.0,3.828,0
56.0,5.0,4.0,2.0,1,0,1,1015.0,1093.0,0,2,0.27,0.15,1,0,2,1,1,14.0,3.756,0
50.0,2.0,0.0,1.0,1,0,1,1622.0,976.0,0,0,0.37,0.162,1,1,2,0,0,14.0,3.767,0
86.0,4.0,1.0,14.0,3,1,0,18.0,442.0,1,3,0.628,0.324,7,0,2,3,0,34.0,4.845,1
31.0,3.0,1.0,4.0,0,0,1,1682.0,828.0,0,1,0.421,0.259,2,0,0,0,0,10.0,3.977,0
48.0,2.0,2.0,3.0,1,0,1,2759.0,1030.0,0,0,0.335,0.205,1,1,0,0,0,12.0,3.846,0
139.0,1.0,5.0,8.0,6,0,1,353.0,265.0,1,2,0.515,0.427,6,0,4,2,0,34.0,3.846,1
27.0,2.0,4.0,3.0,1,0,1,2136.0,496.0,0,0,0.25,0.263,2,1,2,0,0,15.0,2.496,0
49.0,1.0,0.0,1.0,0,0,1,3075.0,1153.0,0,0,0.372,0.422,2,1,3,0,0,7.0,3.617,0
25.0,3.0,2.0,1.0,1,0,1,2069.0,1010.0,0,0,0.256,0.339,3,1,1,1,0,9.0,3.608,0
10.0,3.0,1.0,6.0,2,0,1,2128.0,581.0,0,1,0.302,0.179,4,0,3,0,0,18.0,3.07,0
40.0,1.0,0.0,4.0,2,0,1,2124.0,971.0,0,2,0.137,0.187,2,0,2,0,0,17.0,4.151,0
51.0,3.0,2.0,6.0,1,0,1,2194.0,1006.0,0,2,0.083,0.228,3,1,0,1,1,16.0,3.678,0
91.0,3.0,6.0,6.0,3,0,1,236.0,617.0,0,2,0.691,0.379,3,0,3,3,0,40.0,4.767,1
78.0,3.0,1.0,2.0,1,0,1,2986.0,452.0,0,0,0.382,0.34,0,1,3,0,0,13.0,3.509,0
67.0,3.0,4.0,15.0,4,0,0,131.0,420.0,1,5,0.468,0.454,5,1,2,4,1,11.0,6.278,1
102.0,5.0,3.0,12.0,5,0,1,293.0,303.0,1,6,0.739,0.589,0,0,2,3,0,10.0,5.811,1
92.0,1.0,5.0,17.0,3,1,1,1.0,742.0,1,1,0.651,0.448,7,0,5,0,1,29.0,3.594,1
120.0,4.0,6.0,14.0,2,0,0,103.0,468.0,1,4,0.89,,3,1,2,4,1,14.0,4.164,1
34.0,2.0,1.0,5.0,1,0,1,1648.0,890.0,0,2,0.153,0.168,0,0,1,1,1,17.0,4.078,0
63.0,4.0,1.0,4.0,1,1,1,478.0,1011.0,0,1,0.169,0.176,2,1,1,0,0,13.0,3.256,0
42.0,,1.0,1.0,2,0,1,2554.0,745.0,0,0,0.095,,2,1,1,0,0,15.0,3.464,0
43.0,1.0,1.0,6.0,0,0,1,668.0,888.0,0,4,0.314,0.317,3,0,0,0,1,11.0,2.636,0
58.0,,1.0,1.0,1,0,0,2114.0,1176.0,0,1,0.082,0.132,3,0,1,1,1,9.0,3.991,0
95.0,5.0,0.0,7.0,7,0,1,302.0,192.0,1,7,0.577,0.537,4,0,0,4,0,31.0,3.758,1
53.0,1.0,2.0,2.0,1,0,1,796.0,917.0,0,0,0.326,0.168,1,0,0,0,0,13.0,3.484,0
31.0,4.0,2.0,11.0,4,1,0,497.0,451.0,1,4,0.728,0.137,3,1,3,2,0,16.0,3.841,0
27.0,3.0,0.0,3.0,0,0,1,615.0,1253.0,0,1,0.29,0.149,2,0,1,0,0,16.0,3.98,0
60.0,2.0,1.0,0.0,1,0,0,1101.0,1241.0,0,3,0.16,0.551,2,0,0,0,0,13.0,3.339,0
29.0,2.0,2.0,4.0,0,0,1,1701.0,1263.0,0,2,0.35,0.242,2,0,1,0,0,11.0,3.964,0
43.0,2.0,1.0,2.0,1,0,1,1980.0,761.0,0,2,0.098,0.176,3,0,1,1,0,9.0,4.204,0
31.0,3.0,1.0,1.0,0,0,1,1625.0,1189.0,0,2,0.271,0.257,3,0,1,0,0,17.0,3.464,0
51.0,5.0,1.0,7.0,2,0,0,132.0,193.0,1,4,0.627,0.794,0,0,3,2,0,23.0,4.92,1
40.0,2.0,5.0,3.0,4,0,1,343.0,385.0,1,6,0.622,0.334,4,0,4,3,1,34.0,5.037,1
20.0,1.0,1.0,5.0,0,0,1,1182.0,894.0,0,2,0.183,0.351,1,1,2,0,0,16.0,3.767,0
29.0,2.0,1.0,4.0,1,0,1,1832.0,286.0,0,1,0.369,0.266,1,0,1,2,0,11.0,3.524,0
55.0,4.0,3.0,4.0,1,0,1,,983.0,0,1,0.28,0.411,3,1,1,1,0,18.0,3.181,0
31.0,3.0,1.0,1.0,1,0,1,1732.0,584.0,0,2,0.225,0.136,2,1,0,0,0,11.0,3.78,0
140.64743409250875,1.0,0.0,0.0,2,0,1,2895.0,658.0,0,0,0.404,0.101,2,0,0,0,0,12.0,2.16,0
44.0,3.0,2.0,2.0,0,0,1,697.0,804.0,0,2,0.237,0.139,2,1,0,0,0,12.0,2.788,0
122.0,6.0,2.0,16.0,5,0,0,414.0,354.0,0,3,0.581,0.799,3,1,3,4,1,32.0,5.023,1
52.0,6.0,1.0,11.0,2,0,1,176.0,267.0,1,3,0.485,0.295,3,1,3,3,1,32.0,4.69,0
46.0,2.0,0.0,1.0,1,0,1,1663.0,1064.0,0,0,0.334,,3,0,0,0,0,17.0,3.188,0
37.0,2.0,2.0,5.0,2,0,1,647.0,475.0,0,0,0.466,0.225,1,0,1,0,1,15.0,3.436,0
95.0,3.0,0.0,17.0,4,1,1,1.0,199.0,1,4,0.894,0.53,3,0,5,1,0,24.0,3.556,1
60.0,1.0,1.0,8.0,1,0,1,,485.0,0,1,0.234,0.0,1,1,0,0,0,17.0,3.665,0
44.0,3.0,1.0,2.0,0,0,1,1247.0,235.0,0,0,0.226,0.303,2,0,0,0,0,16.0,4.109,0
32.0,2.0,0.0,4.0,1,0,1,3322.854166106217,765.0,0,3,0.077,0.302,1,0,0,0,1,11.0,3.323,0
63.0,2.0,1.0,2.0,0,0,1,2017.0,622.0,0,1,0.094,0.173,1,0,0,1,0,22.0,3.966,0
58.0,4.0,5.0,2.0,2,0,0,237.0,391.0,1,6,0.545,0.681,0,1,2,3,1,14.0,6.416,1
65.0,2.0,0.0,1.0,1,0,1,1710.0,1034.0,1,0,0.144,0.287,2,1,0,0,0,22.0,3.285,0
36.0,3.0,1.0,5.0,1,0,1,1070.0,966.0,0,1,0.091,0.114,2,0,1,1,0,16.0,3.918,0
28.0,1.0,0.0,4.0,2,0,1,2052.0,1045.0,0,0,0.044,0.344,3,0,2,1,0,15.0,3.205,0
22.0,3.0,3.0,5.0,1,0,1,1745.0,1374.0,0,2,0.0,0.199,1,0,2,0,0,9.0,3.286,0
16.0,3.0,2.0,6.0,1,0,1,2378.0,396.0,0,1,0.299,0.205,2,1,1,0,1,17.0,4.38,0
48.0,2.0,3.0,0.0,2,0,1,1309.0,364.0,0,0,0.238,0.119,2,0,1,0,0,13.0,3.354,0
59.0,4.0,3.0,9.0,6,0,1,204.0,278.0,1,5,0.829,0.278,0,0,5,1,0,21.0,5.799,1
21.0,3.0,0.0,2.0,0,0,1,860.0,676.0,0,2,0.087,0.272,1,0,2,0,0,5.0,4.411,0
51.0,3.0,1.0,,1,0,1,1320.0,986.0,0,1,0.0,0.11,3,1,1,0,0,15.0,3.875,0
122.0,2.0,3.0,10.0,2,0,1,385.0,358.0,0,2,0.762,0.696,3,1,8,0,1,44.0,5.692,1
106.0,5.0,5.0,4.0,2,0,1,190.0,276.0,0,3,0.615,0.286,6,1,2,1,1,29.0,4.491,1
30.0,3.0,1.0,7.0,1,0,1,1574.0,982.0,0,1,0.245,0.295,0,0,0,1,0,15.0,3.83,0
63.0,3.0,1.0,5.0,1,0,1,2350.0,1163.0,0,1,0.237,0.179,2,0,2,0,0,18.0,3.94,0
120.0,7.0,1.0,6.0,2,0,1,175.0,572.0,1,5,0.522,0.377,2,1,4,4,1,40.0,3.974,1
58.0,2.0,0.0,1.0,1,0,1,2160.0,1045.0,0,0,0.148,0.27,2,0,0,1,0,15.0,3.854,0
69.0,2.0,1.0,4.0,2,0,1,1102.0,570.0,0,1,0.239,0.344,2,0,1,0,0,8.0,3.503,0
72.0,3.0,1.0,0.0,2,0,1,1818.0,885.0,0,0,0.166,0.164,3,1,1,0,0,16.0,3.129,0
113.0,5.0,1.0,9.0,4,0,1,,118.0,1,5,0.506,0.235,7,1,5,5,1,17.0,,1
165.0,5.0,2.0,13.0,2,0,1,122.0,154.0,1,5,0.56,0.59,4,0,2,2,0,25.0,5.565,1
28.0,4.0,3.0,7.0,0,0,1,482.0,448.0,1,4,0.63,0.393,4,1,3,0,0,36.0,3.292,0
40.0,2.0,0.0,7.0,2,0,1,1274.0,725.0,0,2,0.305,0.192,2,0,0,0,0,8.0,3.031,0
35.0,1.0,2.0,5.0,1,0,1,1228.0,922.0,0,0,0.0,0.251,3,0,0,0,0,10.0,3.355,0
142.0,7.0,3.0,0.0,3,0,1,141.0,169.0,0,5,0.532,0.442,8,1,1,3,0,22.0,4.68,1
48.0,2.0,3.0,4.0,0,0,1,1738.0,765.0,0,1,0.274,0.358,2,0,2,0,0,8.0,3.272,0
47.0,3.0,2.0,4.0,2,0,1,950.0,1241.0,0,2,0.359,0.056,2,1,2,0,0,3.0,3.358,0
65.0,4.0,3.0,10.0,3,1,1,1.0,254.0,0,2,0.512,0.433,6,0,1,2,0,37.0,5.386,1
54.0,3.0,1.0,6.0,1,0,1,,762.0,0,1,0.084,0.044,3,0,0,1,0,18.0,3.27,0
68.0,5.0,2.0,8.0,2,0,1,147.0,555.0,1,6,0.501,0.559,7,1,5,3,1,32.0,4.459,1
65.0,4.0,3.0,16.0,3,0,1,263.0,154.0,1,2,1.0,0.059,4,0,0,3,1,38.0,5.769,1
37.0,1.0,1.0,3.0,1,0,1,2042.0,1295.0,0,2,0.24,0.131,1,0,1,0,0,13.0,3.236,0
33.0,5.0,7.0,6.0,3,0,1,372.0,364.0,0,5,0.472,0.645,3,1,4,3,1,33.0,4.366,1
15.0,2.0,2.0,3.0,2,0,1,816.0,429.0,0,2,0.215,0.192,3,1,1,0,0,15.0,3.372,0
57.0,1.0,0.0,2.0,0,0,1,2477.0,1480.0,0,1,0.073,0.029,3,0,2,0,0,6.0,4.074,0
117.0,2.0,6.0,0.0,2,0,1,1.0,331.0,1,3,0.86,0.624,2,0,0,3,0,26.0,2.96,1
31.0,1.0,0.0,5.0,0,0,1,2728.0,398.0,0,0,0.276,0.349,0,1,3,0,0,12.0,4.463,0
60.0,1.0,1.0,3.0,0,0,1,1401.0,795.0,0,1,0.09,0.26,2,1,1,0,0,9.0,3.254,0
55.0,2.0,4.0,0.0,2,0,1,,876.0,0,0,0.303,0.197,2,1,2,0,0,14.0,3.772,0
76.0,3.0,4.0,8.0,4,0,1,277.0,481.0,0,6,0.282,0.259,5,0,3,0,0,28.0,3.908,1
42.0,1.0,1.0,0.0,2,0,1,1862.0,890.0,1,2,0.276,0.233,2,0,2,1,0,8.0,3.487,0
37.0,2.0,,2.0,0,0,1,3203.0,1025.0,0,1,0.105,0.146,2,0,0,2,0,13.0,3.198,0
40.0,2.0,2.0,7.0,1,0,0,1563.0,560.0,0,1,0.244,0.207,1,0,2,0,0,17.0,3.972,0
52.0,1.0,1.0,4.0,0,0,1,422.0,973.0,1,1,0.263,0.098,2,1,0,0,1,10.0,3.296,0
28.0,3.0,0.0,4.0,1,0,1,1253.0,848.0,0,1,0.271,0.106,2,0,1,0,0,6.0,4.139,0
54.0,2.0,6.0,5.0,3,1,1,118.0,471.0,1,3,0.374,0.344,4,0,2,3,0,42.0,3.62,1
45.0,3.0,2.0,1.0,1,0,1,1019.0,1044.0,0,2,0.123,0.155,1,0,3,0,0,15.0,3.098,0
19.0,3.0,1.0,0.0,2,0,1,1040.0,745.0,0,2,0.284,0.21,1,0,3,0,0,22.0,4.438,0
62.0,1.0,1.0,1.0,0,0,1,1998.0,1012.0,0,1,0.057,0.206,2,1,2,0,0,18.0,3.637,0
42.0,1.0,0.0,3.0,2,0,1,2476.0,656.0,0,1,0.258,0.147,3,1,0,1,0,14.0,2.756,0
67.0,4.0,1.0,8.0,3,0,1,614.0,369.0,1,0,0.983,0.531,2,1,6,2,0,37.0,4.818,1
42.0,2.0,2.0,5.0,0,0,1,1566.0,773.0,0,1,0.141,0.316,2,0,0,1,0,22.0,3.971,0
128.0,2.0,1.0,5.0,3,1,1,463.0,510.0,1,5,0.889,0.731,1,0,3,4,1,15.0,4.631,1
52.0,7.0,2.0,7.0,0,0,1,295.0,384.0,1,4,0.927,0.473,7,0,3,5,1,23.0,4.22,1
53.0,2.0,1.0,3.0,1,0,1,2987.0,1282.0,0,1,0.284,0.307,3,0,1,0,1,19.0,3.156,1
82.0,4.0,6.0,9.0,2,0,1,342.0,493.0,1,4,0.507,0.418,5,1,2,2,1,22.0,4.456,1
42.0,2.0,2.0,5.0,0,0,1,1091.0,1020.0,0,0,0.208,0.234,2,0,1,1,1,17.0,3.476,0
46.0,,2.0,1.0,1,0,1,1667.0,1266.0,0,4,0.485,0.211,4,1,1,0,0,17.0,3.707,0
105.0,2.0,2.0,12.0,3,0,1,255.0,139.0,1,4,0.372,0.746,3,0,4,3,1,10.0,2.668,1
28.0,3.0,3.0,3.0,1,0,1,2001.0,588.0,0,2,0.267,0.312,2,1,1,1,0,15.0,3.779,0
64.0,2.0,1.0,3.0,0,0,1,1712.0,1254.0,0,0,0.171,0.211,3,0,1,0,0,18.0,2.946,0
49.0,2.0,1.0,5.0,2,0,1,2254.0,1030.0,0,3,0.349,0.1,1,0,1,0,0,11.0,4.004,0
128.0,8.0,5.0,9.0,0,1,0,723.0,193.0,1,4,0.648,0.6,4,1,0,1,0,14.0,4.983,1
36.0,1.0,0.0,5.0,2,0,1,1788.0,998.0,0,1,0.139,0.26,1,1,1,0,0,12.0,3.754,0
20.0,2.0,1.0,2.0,2,0,0,604.0,1297.0,0,0,0.381,0.163,2,0,0,1,0,12.0,4.457,0
119.0,4.0,3.0,0.0,5,0,0,48.0,318.0,0,6,0.866,0.533,4,1,1,4,1,33.0,4.528,1
41.0,2.0,2.0,6.0,1,0,1,1767.0,845.0,0,0,0.175,0.188,3,0,1,1,0,16.0,2.864,0
33.0,2.0,3.0,6.0,1,0,1,1740.0,211.0,0,3,0.346,0.073,2,0,0,0,0,15.0,3.473,0
145.0,5.0,3.0,11.0,4,1,1,58.0,321.0,1,1,0.527,0.506,3,1,5,1,1,23.0,5.48,1
53.0,2.0,0.0,1.0,1,0,1,644.0,521.0,0,1,0.47,0.104,2,1,0,0,0,15.0,2.679,0
44.0,1.0,0.0,5.0,1,0,1,2138.0,212.0,0,3,0.384,0.046,0,0,1,0,0,14.0,2.954,0
36.0,3.0,0.0,3.0,1,0,1,1004.0,732.0,0,2,0.201,0.064,4,0,3,1,0,19.0,3.381,0
79.0,6.0,2.0,0.0,3,1,1,597.0,433.0,1,4,0.573,0.313,4,1,3,3,1,19.0,4.392,1
58.0,5.0,2.0,3.0,3,1,0,183.0,215.0,1,1,0.662,0.306,5,1,4,0,1,21.0,4.968,1
45.0,2.0,1.0,2.0,0,0,1,2302.0,1138.0,0,2,0.242,0.246,2,0,1,0,0,22.0,2.917,0
25.0,2.0,3.0,1.0,1,1,1,1023.0,814.0,0,1,0.327,0.184,0,1,0,1,0,11.0,2.901,0
68.0,2.0,1.0,6.0,1,0,1,2930.0,1216.0,0,0,0.248,0.114,2,1,2,0,0,12.0,3.568,0
34.0,3.0,3.0,5.0,1,0,1,747.0,644.0,0,0,0.116,0.309,1,1,1,3,0,10.0,2.13,0
37.0,1.0,2.0,4.0,1,0,1,1210.0,483.0,1,0,0.058,0.109,2,0,0,0,0,14.0,2.731,0
59.0,1.0,2.0,6.0,2,0,1,1986.0,710.0,0,0,0.074,0.174,1,1,2,0,1,18.0,3.751,0
40.0,,0.0,3.0,2,0,1,1837.0,491.0,0,0,0.2,0.264,3,0,1,0,0,16.0,3.362,0
42.0,3.0,0.0,3.0,0,0,1,1741.0,669.0,0,0,0.505,0.373,2,0,1,1,0,16.0,2.808,0
119.0,8.0,7.0,14.0,3,0,1,319.0,30.0,1,6,0.659,0.357,3,1,3,1,0,8.0,6.741,1
84.0,2.0,5.0,10.0,2,0,1,216.0,280.0,1,3,0.754,0.335,5,0,0,3,0,21.0,5.671,1
57.0,2.0,2.0,5.0,1,0,1,2279.0,96.0,0,2,0.413,0.106,2,0,2,0,0,19.0,3.739,0
48.0,3.0,0.0,3.0,1,0,1,1870.0,1098.0,0,1,0.347,0.153,2,0,2,0,1,13.0,2.934,0
69.0,2.0,1.0,0.0,0,0,1,2549.0,995.0,0,1,0.157,0.196,2,1,1,0,1,14.0,3.537,0
51.0,1.0,2.0,3.0,1,0,1,1952.0,965.0,0,2,0.441,0.344,2,0,0,1,0,15.0,3.331,0
31.0,3.0,0.0,6.0,0,0,1,2147.0,1329.0,0,2,0.166,0.154,2,0,1,0,0,15.0,3.612,0
90.0,3.0,3.0,,3,0,0,431.0,118.0,1,4,0.686,0.505,5,1,4,3,0,28.0,5.016,1
45.0,2.0,3.0,4.0,1,0,1,1639.0,809.0,0,0,0.058,0.178,0,0,1,1,0,10.0,4.056,0
137.0,5.0,0.0,11.0,4,1,1,186.0,346.0,1,3,0.617,0.299,3,1,2,4,1,24.0,4.433,1
32.0,3.0,0.0,2.0,0,0,1,6062.013736576474,791.0,0,2,0.253,0.142,2,0,0,2,0,20.0,3.595,0
67.0,4.0,6.0,11.0,3,1,1,362.0,229.0,1,3,0.706,0.321,2,1,4,3,1,8.0,3.838,1
60.0,1.0,0.0,3.0,1,0,1,2111.0,1109.0,1,0,0.064,0.114,2,0,1,1,0,22.0,3.509,0
42.0,2.0,1.0,5.0,1,0,1,358.0,767.0,0,0,0.38,0.406,3,1,0,0,0,10.0,4.439,0
45.0,3.0,2.0,1.0,1,0,1,1252.0,816.0,0,1,0.263,0.244,1,0,0,0,0,10.0,3.255,0
107.0,2.0,7.0,4.0,5,0,1,395.0,420.0,1,2,0.677,0.409,6,0,2,4,0,27.0,5.936,0
50.0,4.0,1.0,3.0,0,0,1,2632.0,885.0,0,0,0.291,0.314,2,0,2,0,1,11.0,3.09,0
151.0,5.0,2.0,22.0,5,1,1,96.0,257.0,1,6,0.819,0.63,4,0,1,3,0,31.0,4.786,1
73.0,1.0,2.0,0.0,1,0,1,2574.0,724.0,0,0,0.448,0.351,1,1,2,1,0,18.0,4.159,0
53.0,1.0,0.0,2.0,2,0,1,1407.0,1628.0,0,1,0.429,0.0,3,0,0,0,1,25.0,4.177,0
133.0,6.0,1.0,11.0,5,0,1,280.0,303.0,1,2,0.607,0.598,2,1,2,2,0,8.0,5.245,0
60.0,1.0,1.0,0.0,2,0,1,2189.0,921.0,0,2,,0.156,3,0,2,0,0,17.0,2.694,0
50.0,3.0,1.0,5.0,1,0,1,1428.0,1196.0,0,2,0.324,0.008,2,1,1,1,0,22.0,3.906,0
31.0,3.0,1.0,4.0,1,0,1,1724.0,1085.0,0,0,0.269,0.095,3,0,1,0,1,16.0,3.195,0
50.0,3.0,1.0,5.0,1,0,1,2821.0,858.0,0,1,0.302,0.254,3,0,1,1,0,24.0,4.059,0
54.0,3.0,3.0,6.0,1,0,1,2125.0,767.0,0,1,0.307,0.126,3,0,1,0,0,6.0,3.679,0
36.0,1.0,2.0,4.0,0,0,1,2551.0,723.0,0,0,0.2,0.373,1,0,1,0,0,11.0,4.063,0
121.0,5.0,0.0,4.0,3,0,1,209.0,618.0,1,8,0.646,,7,1,4,0,0,20.0,5.226,1
47.0,3.0,0.0,2.0,2,0,1,1932.2665737631723,902.0,0,1,0.144,0.385,3,1,2,0,0,14.0,4.335,1
29.0,5.0,4.0,7.0,4,1,1,339.0,261.0,1,5,0.379,0.382,5,1,2,4,0,23.0,4.518,1
51.0,2.0,2.0,5.0,1,0,1,1835.0,531.0,0,0,0.294,0.238,2,0,0,0,1,19.0,3.619,0
74.0,4.0,0.0,3.0,1,0,1,2737.0,1035.0,0,1,0.491,0.186,2,1,2,0,0,16.0,3.782,0
13.0,2.0,1.0,0.0,1,0,1,1714.0,1186.0,0,0,0.0,0.283,0,1,0,0,0,19.0,4.154,0
123.0,2.0,3.0,5.0,5,0,0,237.0,440.0,1,5,0.565,0.538,4,0,4,1,1,21.0,5.8,1
40.0,1.0,0.0,2.0,1,0,1,1158.0,838.0,0,0,0.239,0.109,2,0,0,0,1,12.0,3.076,0
73.0,4.0,3.0,17.0,4,0,1,317.0,30.0,1,5,0.419,0.37,8,1,0,5,0,12.0,5.47,1
48.0,2.0,1.0,4.0,1,0,1,3233.0,598.0,0,1,0.088,0.21,3,0,1,0,0,13.0,4.224,0
43.0,2.0,1.0,3.0,1,0,1,1514.0,668.0,0,0,0.167,0.232,1,0,2,1,0,7.0,4.123,0
80.0,2.0,2.0,4.0,2,0,1,2553.0,927.0,0,1,,0.0,3,1,0,0,0,12.0,4.231,0
38.0,3.0,0.0,5.0,2,0,1,1472.0,1265.0,0,2,0.366,0.311,3,0,1,0,0,15.0,3.706,0
119.0,4.0,2.0,0.0,4,0,1,264.0,158.0,1,5,0.828,0.286,6,1,5,1,0,17.0,3.333,1
50.0,1.0,3.0,2.0,2,0,1,2017.0,,0,0,0.3,0.023,0,0,2,1,0,13.0,3.903,0
52.0,2.0,0.0,0.0,3,0,1,1018.0,1034.0,0,3,0.351,0.373,3,1,0,0,0,18.0,2.977,0
